lsoa21,oa01,prop_oa01
E01034949,E00046395,1
E01034950,E00046345,0.16129032258064516
E01034951,E00046345,0.8387096774193549
E01034952,E00047326,1
E01034952,E00047330,1
E01034952,E00047329,1
E01034953,E00047529,1
E01034953,E00047579,1
E01034953,E00047584,1
E01034953,E00047586,1
E01034954,E00047331,1
E01034954,E00047333,1
E01034954,E00047332,1
E01034955,E00045803,1
E01034955,E00045792,1
E01034955,E00045808,1
E01034955,E00045818,1
